frame,x,y,visible
175,1154.48,571.66,1
176,1154.46,571.70,1
177,1154.53,571.70,1
178,1145.41,572.94,1
179,1136.30,575.55,1
180,1127.18,579.52,1
181,1118.06,584.86,1
182,1108.94,590.34,1
183,1099.83,594.75,1
184,1090.71,598.09,1
185,1081.59,600.36,1
186,1081.61,600.39,1
187,1058.42,593.90,1
188,1058.33,593.81,1
189,1036.04,589.87,1
190,1035.93,589.86,1
191,1035.89,589.83,1
192,1013.73,590.81,1
193,1013.74,590.74,1
194,990.06,592.14,1
195,990.08,592.11,1
196,964.20,598.51,1
197,964.19,598.52,1
198,936.54,603.75,1
199,936.54,603.76,1
200,936.54,603.75,1
201,907.69,615.04,1
202,907.70,615.04,1
203,880.02,616.01,1
204,880.08,616.05,1
205,879.87,616.04,1
206,851.34,617.10,1
207,819.71,626.67,1
208,819.76,626.67,1
209,819.76,626.67,1
210,789.58,630.58,1
211,789.58,630.57,1
212,760.96,633.32,1
213,760.96,633.31,1
214,760.96,633.32,1
215,732.36,634.20,1
216,732.36,634.19,1
217,704.56,633.92,1
218,704.58,633.94,1
219,679.95,638.24,1
220,679.97,638.24,1
221,655.14,641.90,1
222,655.14,641.93,1
223,655.14,641.94,1
224,645.61,642.08,1
225,636.07,642.22,1
226,626.53,642.36,1
227,617.00,642.51,1
228,607.46,642.65,1
229,597.93,642.80,1
230,588.39,642.94,1
231,578.85,643.08,1
232,569.32,643.21,1
233,559.78,643.33,1
234,550.25,643.45,1
235,540.71,643.55,1
236,540.71,643.55,1
237,540.69,643.58,1
238,520.75,646.64,1
239,520.75,646.65,1
240,501.37,648.51,1
241,501.27,648.31,1
242,481.89,648.76,1
243,481.88,648.80,1
244,464.07,649.80,1
245,464.03,649.80,1
246,464.05,649.80,1
247,445.94,652.05,1
248,445.95,652.08,1
249,428.53,652.74,1
250,428.53,652.74,1
251,428.53,652.74,1
252,412.04,652.36,1
253,395.00,655.16,1
254,395.02,655.16,1
255,395.01,655.16,1
256,377.70,656.41,1
257,377.70,656.39,1
258,360.92,657.76,1
259,361.23,657.69,1
260,361.21,657.68,1
261,345.43,658.54,1
262,330.44,658.53,1
263,330.44,658.54,1
264,330.43,658.55,1
