frame,x,y,visible
172,1889.03,743.81,1
173,1897.57,743.61,1
174,1906.11,743.41,1
175,1914.66,743.24,1
176,1923.20,743.10,1
177,1923.39,743.09,1
178,1932.22,743.73,1
179,1941.06,745.11,1
180,1949.90,747.22,1
181,1958.74,750.08,1
182,1967.58,753.03,1
183,1976.41,755.42,1
184,1985.25,757.26,1
185,1994.09,758.53,1
186,1994.06,759.07,1
187,2000.99,757.91,1
188,2007.91,754.88,1
189,2014.84,750.66,1
190,2021.77,745.92,1
191,2037.64,741.49,1
192,2037.84,741.49,1
193,2037.65,741.60,1
194,2049.98,740.20,1
195,2049.97,740.18,1
196,2056.12,741.38,1
197,2062.28,743.68,1
198,2068.43,745.65,1
199,2074.58,745.86,1
200,2074.59,745.85,1
201,2087.03,752.27,1
202,2087.05,752.28,1
203,2087.01,752.27,1
204,2094.04,752.64,1
205,2101.06,753.18,1
206,2108.08,753.89,1
207,2115.10,754.78,1
208,2122.12,755.81,1
209,2129.15,756.73,1
210,2136.17,757.52,1
211,2143.19,758.16,1
212,2150.21,758.66,1
213,2150.19,759.03,1
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,2277.85,770.44,1
241,-1,-1,0
242,-1,-1,0
243,-1,-1,0
244,-1,-1,0
245,-1,-1,0
246,-1,-1,0
247,-1,-1,0
248,-1,-1,0
249,-1,-1,0
250,-1,-1,0
251,-1,-1,0
252,-1,-1,0
253,-1,-1,0
254,-1,-1,0
255,-1,-1,0
256,-1,-1,0
257,-1,-1,0
258,-1,-1,0
259,-1,-1,0
260,-1,-1,0
261,-1,-1,0
262,-1,-1,0
263,-1,-1,0
264,-1,-1,0
265,-1,-1,0
266,-1,-1,0
267,-1,-1,0
268,-1,-1,0
269,-1,-1,0
270,-1,-1,0
271,-1,-1,0
272,-1,-1,0
273,-1,-1,0
274,-1,-1,0
275,-1,-1,0
276,-1,-1,0
277,-1,-1,0
278,-1,-1,0
279,-1,-1,0
280,-1,-1,0
281,-1,-1,0
282,-1,-1,0
283,-1,-1,0
284,-1,-1,0
285,-1,-1,0
286,-1,-1,0
287,-1,-1,0
288,-1,-1,0
289,2395.32,774.87,1
290,2395.33,774.81,1
291,2395.32,774.81,1
292,2395.33,774.80,1
