frame,x,y,visible
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,-1,-1,0
203,1126.50,817.81,1
204,-1,-1,0
205,-1,-1,0
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,-1,-1,0
241,1195.03,552.96,1
242,1195.40,552.83,1
243,1195.76,552.98,1
244,-1,-1,0
245,-1,-1,0
246,-1,-1,0
247,-1,-1,0
248,-1,-1,0
249,-1,-1,0
250,-1,-1,0
251,-1,-1,0
252,-1,-1,0
253,-1,-1,0
254,-1,-1,0
255,-1,-1,0
256,-1,-1,0
257,-1,-1,0
258,-1,-1,0
259,-1,-1,0
260,-1,-1,0
261,-1,-1,0
262,-1,-1,0
263,-1,-1,0
264,-1,-1,0
265,-1,-1,0
266,-1,-1,0
267,-1,-1,0
268,1196.92,552.85,1
269,1196.91,552.88,1
270,1196.52,552.96,1
271,1205.14,550.38,1
272,1213.77,544.66,1
273,1222.39,535.82,1
274,1231.01,523.84,1
275,1239.64,508.74,1
276,1248.26,493.98,1
277,1256.88,483.06,1
278,1265.50,475.97,1
279,1274.13,472.71,1
280,1282.75,473.28,1
281,1276.05,477.68,1
282,1269.36,485.92,1
283,1262.66,497.98,1
284,1255.97,509.92,1
285,1249.27,517.77,1
286,1242.58,521.54,1
287,1242.45,521.79,1
288,1232.00,521.89,1
289,1221.56,522.42,1
290,1211.11,523.37,1
291,1200.67,524.74,1
292,1190.23,526.54,1
293,1179.78,528.37,1
294,1169.34,529.84,1
295,1158.89,530.97,1
296,1148.45,531.73,1
297,1138.01,532.15,1
298,1144.26,532.20,1
299,1150.51,531.91,1
300,1156.75,531.26,1
301,1163.00,530.25,1
302,1169.25,528.99,1
303,1175.50,528.08,1
304,1181.75,527.61,1
305,1188.00,527.59,1
306,1194.25,528.01,1
307,1193.32,528.87,1
308,1192.39,529.35,1
309,1192.94,528.84,1
310,1192.94,528.84,1
311,1193.02,530.06,1
312,1193.09,532.56,1
313,1193.17,536.36,1
314,1193.24,541.44,1
315,1193.31,546.55,1
316,1193.39,550.40,1
317,1193.46,553.01,1
318,1193.54,554.36,1
319,1193.55,554.35,1
320,1193.14,552.87,1
321,1193.13,552.87,1
322,1192.24,552.05,1
323,1192.26,552.02,1
324,1178.65,552.79,1
325,1165.04,554.29,1
326,1151.43,556.53,1
327,1137.82,559.30,1
328,1124.22,561.43,1
329,1110.61,562.73,1
330,1097.00,563.19,1
331,1097.00,563.22,1
332,1097.59,564.62,1
333,1097.61,564.62,1
334,1095.86,564.10,1
335,1095.87,564.11,1
336,-1,-1,0
337,-1,-1,0
338,-1,-1,0
339,-1,-1,0
340,-1,-1,0
341,-1,-1,0
342,-1,-1,0
343,-1,-1,0
344,-1,-1,0
345,-1,-1,0
346,-1,-1,0
347,-1,-1,0
348,-1,-1,0
349,-1,-1,0
350,-1,-1,0
351,-1,-1,0
352,-1,-1,0
353,-1,-1,0
354,-1,-1,0
355,-1,-1,0
356,-1,-1,0
357,-1,-1,0
358,-1,-1,0
359,971.09,511.13,1
360,-1,-1,0
